Grupo_edad,Año, Hombre, Mujer
 5-9 años,2016,43,31
,,,
 5-9 años,2017,48,47
,,,
 5-9 años,2018,54,42
,,,
 5-9 años,2019,42,40
,,,
 5-9 años,2020,55,49
,,,
 5-9 años,2021,45,40
,,,
 5-9 años,2022,57,43
,,,
 5-9 años,2023,53,50
,,,
 10-14 años,2000,61,40
,,,
 10-14 años,2001,71,47
,,,
 10-14 años,2002,66,54
,,,
 10-14 años,2003,64,36
,,,
 10-14 años,2004,78,46
,,,
 10-14 años,2005,61,39
,,,
 10-14 años,2006,83,68
,,,
 10-14 años,2007,72,43
,,,
 10-14 años,2008,72,59
,,,
 10-14 años,2009,87,47
,,,
 10-14 años,2010,121,59
,,,
 10-14 años,2011,111,50
,,,
 10-14 años,2012,76,42
,,,
 10-14 años,2013,71,40
,,,
 10-14 años,2014,63,43
,,,
 10-14 años,2015,60,58
,,,
 10-14 años,2016,65,59
,,,
 10-14 años,2017,75,68
,,,
 10-14 años,2018,57,49
,,,
 10-14 años,2019,71,53
,,,
 10-14 años,2020,76,59
,,,
 10-14 años,2021,89,54
,,,
 10-14 años,2022,78,62
,,,
 10-14 años,2023,79,55
,,,
 15-19 años,2000,234,83
,,,
 15-19 años,2001,221,71
,,,
 15-19 años,2002,230,83
,,,
 15-19 años,2003,204,102
,,,
 15-19 años,2004,244,73
,,,
 15-19 años,2005,238,95
,,,
 15-19 años,2006,228,79
,,,
 15-19 años,2007,221,109
,,,
 15-19 años,2008,384,103
,,,
 15-19 años,2009,517,130
,,,
 15-19 años,2010,761,190
,,,
 15-19 años,2011,529,142
,,,
 15-19 años,2012,433,113
,,,
 15-19 años,2013,281,100
,,,
 15-19 años,2014,242,102
,,,
 15-19 años,2015,298,99
,,,
 15-19 años,2016,287,103
,,,
 15-19 años,2017,351,108
,,,
 15-19 años,2018,321,106
,,,
 15-19 años,2019,321,127
,,,
 15-19 años,2020,404,96
,,,
 15-19 años,2021,369,119
,,,
 15-19 años,2022,287,135
,,,
 15-19 años,2023,327,134
,,,
 20-24 años,2000,311,87
,,,
 20-24 años,2001,315,87
,,,
 20-24 años,2002,319,120
,,,
 20-24 años,2003,330,95
,,,
 20-24 años,2004,319,85
,,,
 20-24 años,2005,324,108
,,,
 20-24 años,2006,331,78
,,,
 20-24 años,2007,333,91
,,,
 20-24 años,2008,677,111
,,,
 20-24 años,2009,903,150
,,,
 20-24 años,2010,"1,254",207
,,,
 20-24 años,2011,931,176
,,,
 20-24 años,2012,673,140
,,,
 20-24 años,2013,465,153
,,,
 20-24 años,2014,426,127
,,,
 20-24 años,2015,423,120
,,,
 20-24 años,2016,450,139
,,,
 20-24 años,2017,530,136
,,,
 20-24 años,2018,501,131
,,,
 20-24 años,2019,614,168
,,,
 20-24 años,2020,687,185
,,,
 20-24 años,2021,593,187
,,,
 20-24 años,2022,529,161
,,,
 20-24 años,2023,586,151
,,,
 25-29 años,2000,368,87
,,,
 25-29 años,2001,374,117
,,,
 25-29 años,2002,340,117
,,,
 25-29 años,2003,353,111
,,,
 25-29 años,2004,362,108
,,,
 25-29 años,2005,327,110
,,,
 25-29 años,2006,338,87
,,,
 25-29 años,2007,325,104
,,,
 25-29 años,2008,731,140
,,,
 25-29 años,2009,860,149
,,,
 25-29 años,2010,"1,362",204
,,,
 25-29 años,2011,"1,055",158
,,,
 25-29 años,2012,664,152
,,,
 25-29 años,2013,556,129
,,,
 25-29 años,2014,460,123
,,,
 25-29 años,2015,435,115
,,,
 25-29 años,2016,469,141
,,,
 25-29 años,2017,587,137
,,,
 25-29 años,2018,524,146
,,,
 25-29 años,2019,607,140
,,,
 25-29 años,2020,821,216
,,,
 25-29 años,2021,714,186
,,,
 25-29 años,2022,575,197
,,,
 25-29 años,2023,591,154
,,,
 30-34 años,2000,363,112
,,,
 30-34 años,2001,416,123
,,,
 30-34 años,2002,379,110
,,,
 30-34 años,2003,386,119
,,,
 30-34 años,2004,388,115
,,,
 30-34 años,2005,368,115
,,,
 30-34 años,2006,441,127
,,,
 30-34 años,2007,397,131
,,,
 30-34 años,2008,809,140
,,,
 30-34 años,2009,905,162
,,,
 30-34 años,2010,"1,440",242
,,,
 30-34 años,2011,999,174
,,,
 30-34 años,2012,687,166
,,,
 30-34 años,2013,523,133
,,,
 30-34 años,2014,465,138
,,,
 30-34 años,2015,437,152
,,,
 30-34 años,2016,479,131
,,,
 30-34 años,2017,555,152
,,,
 30-34 años,2018,533,152
,,,
 30-34 años,2019,602,161
,,,
 30-34 años,2020,789,223
,,,
 30-34 años,2021,717,229
,,,
 30-34 años,2022,613,181
,,,
 30-34 años,2023,694,190
,,,
 35-39 años,2000,412,145
,,,
 35-39 años,2001,373,138
,,,
 35-39 años,2002,450,143
,,,
 35-39 años,2003,424,154
,,,
 35-39 años,2004,413,138
,,,
 35-39 años,2005,419,139
,,,
 35-39 años,2006,462,187
,,,
 35-39 años,2007,444,173
,,,
 35-39 años,2008,807,174
,,,
 35-39 años,2009,887,198
,,,
 35-39 años,2010,"1,255",231
,,,
 35-39 años,2011,"1,018",221
,,,
 35-39 años,2012,717,185
,,,
 35-39 años,2013,559,197
,,,
 35-39 años,2014,519,197
,,,
 35-39 años,2015,500,192
,,,
 35-39 años,2016,556,207
,,,
 35-39 años,2017,558,215
,,,
 35-39 años,2018,633,186
,,,
 35-39 años,2019,606,207
,,,
 35-39 años,2020,846,298
,,,
 35-39 años,2021,766,264
,,,
 35-39 años,2022,667,228
,,,
 35-39 años,2023,632,231
,,,
 40-44 años,2000,421,190
,,,
 40-44 años,2001,425,211
,,,
 40-44 años,2002,420,196
,,,
 40-44 años,2003,422,219
,,,
 40-44 años,2004,455,190
,,,
 40-44 años,2005,465,213
,,,
 40-44 años,2006,491,209
,,,
 40-44 años,2007,529,214
,,,
 40-44 años,2008,708,234
,,,
 40-44 años,2009,746,263
,,,
 40-44 años,2010,"1,033",268
,,,
 40-44 años,2011,927,258
,,,
 40-44 años,2012,699,233
,,,
 40-44 años,2013,636,260
,,,
 40-44 años,2014,623,273
,,,
 40-44 años,2015,619,269
,,,
 40-44 años,2016,668,264
,,,
 40-44 años,2017,681,258
,,,
 40-44 años,2018,666,239
,,,
 40-44 años,2019,715,296
,,,
 40-44 años,2020,"1,059",444
,,,
 40-44 años,2021,820,369
,,,
 40-44 años,2022,685,271
,,,
 40-44 años,2023,701,298
,,,
 45-49 años,2000,425,219
,,,
 45-49 años,2001,420,212
,,,
 45-49 años,2002,418,259
,,,
 45-49 años,2003,491,244
,,,
 45-49 años,2004,469,258
,,,
 45-49 años,2005,503,274
,,,
 45-49 años,2006,535,296
,,,
 45-49 años,2007,546,318
,,,
 45-49 años,2008,742,332
,,,
 45-49 años,2009,765,336
,,,
 45-49 años,2010,827,328
,,,
 45-49 años,2011,788,349
,,,
 45-49 años,2012,727,324
,,,
 45-49 años,2013,682,330
,,,
 45-49 años,2014,708,378
,,,
 45-49 años,2015,703,349
,,,
 45-49 años,2016,711,340
,,,
 45-49 años,2017,767,365
,,,
 45-49 años,2018,830,355
,,,
 45-49 años,2019,819,355
,,,
 45-49 años,2020,"1,405",682
,,,
 45-49 años,2021,"1,088",526
,,,
 45-49 años,2022,961,394
,,,
 45-49 años,2023,878,447
,,,
 50-54 años,2000,440,283
,,,
 50-54 años,2001,493,301
,,,
 50-54 años,2002,500,350
,,,
 50-54 años,2003,531,328
,,,
 50-54 años,2004,527,311
,,,
 50-54 años,2005,516,356
,,,
 50-54 años,2006,527,343
,,,
 50-54 años,2007,569,369
,,,
 50-54 años,2008,712,389
,,,
 50-54 años,2009,732,395
,,,
 50-54 años,2010,790,405
,,,
 50-54 años,2011,746,438
,,,
 50-54 años,2012,736,493
,,,
 50-54 años,2013,793,457
,,,
 50-54 años,2014,760,423
,,,
 50-54 años,2015,802,454
,,,
 50-54 años,2016,841,494
,,,
 50-54 años,2017,944,524
,,,
 50-54 años,2018,936,455
,,,
 50-54 años,2019,"1,017",504
,,,
 50-54 años,2020,"1,695",917
,,,
 50-54 años,2021,"1,303",697
,,,
 50-54 años,2022,"1,086",590
,,,
 50-54 años,2023,"1,036",564
,,,
 55-59 años,2000,590,388
,,,
 55-59 años,2001,599,380
,,,
 55-59 años,2002,569,400
,,,
 55-59 años,2003,578,434
,,,
 55-59 años,2004,566,402
,,,
 55-59 años,2005,579,473
,,,
 55-59 años,2006,658,470
,,,
 55-59 años,2007,634,513
,,,
 55-59 años,2008,706,448
,,,
 55-59 años,2009,731,484
,,,
 55-59 años,2010,820,493
,,,
 55-59 años,2011,786,503
,,,
 55-59 años,2012,840,551
,,,
 55-59 años,2013,820,541
,,,
 55-59 años,2014,865,575
,,,
 55-59 años,2015,873,602
,,,
 55-59 años,2016,994,606
,,,
 55-59 años,2017,"1,014",658
,,,
 55-59 años,2018,"1,017",642
,,,
 55-59 años,2019,"1,079",637
,,,
 55-59 años,2020,"1,997","1,153"
,,,
 55-59 años,2021,"1,411",970
,,,
 55-59 años,2022,"1,259",804
,,,
 55-59 años,2023,"1,280",751
,,,
 60-64 años,2000,659,536
,,,
 60-64 años,2001,654,536
,,,
 60-64 años,2002,722,512
,,,
 60-64 años,2003,713,584
,,,
 60-64 años,2004,703,511
,,,
 60-64 años,2005,774,557
,,,
 60-64 años,2006,745,582
,,,
 60-64 años,2007,742,569
,,,
 60-64 años,2008,814,593
,,,
 60-64 años,2009,865,637
,,,
 60-64 años,2010,852,655
,,,
 60-64 años,2011,895,640
,,,
 60-64 años,2012,929,665
,,,
 60-64 años,2013,901,652
,,,
 60-64 años,2014,941,691
,,,
 60-64 años,2015,931,756
,,,
 60-64 años,2016,997,791
,,,
 60-64 años,2017,"1,086",777
,,,
 60-64 años,2018,"1,095",805
,,,
 60-64 años,2019,"1,178",817
,,,
 60-64 años,2020,"2,166","1,490"
,,,
 60-64 años,2021,"1,683","1,204"
,,,
 60-64 años,2022,"1,499",979
,,,
 60-64 años,2023,"1,339",923
,,,
 65-69 años,2000,754,579
,,,
 65-69 años,2001,767,639
,,,
 65-69 años,2002,761,622
,,,
 65-69 años,2003,846,646
,,,
 65-69 años,2004,791,604
,,,
 65-69 años,2005,906,647
,,,
 65-69 años,2006,919,763
,,,
 65-69 años,2007,901,729
,,,
 65-69 años,2008,924,756
,,,
 65-69 años,2009,891,757
,,,
 65-69 años,2010,"1,098",774
,,,
 65-69 años,2011,996,810
,,,
 65-69 años,2012,984,760
,,,
 65-69 años,2013,"1,040",846
,,,
 65-69 años,2014,"1,054",814
,,,
 65-69 años,2015,"1,070",868
,,,
 65-69 años,2016,"1,139",858
,,,
 65-69 años,2017,"1,125",896
,,,
 65-69 años,2018,"1,164",865
,,,
 65-69 años,2019,"1,171",892
,,,
 65-69 años,2020,"2,164","1,538"
,,,
 65-69 años,2021,"1,651","1,277"
,,,
 65-69 años,2022,"1,497","1,098"
,,,
 65-69 años,2023,"1,480","1,096"
,,,
 70-74 años,2000,802,637
,,,
 70-74 años,2001,815,703
,,,
 70-74 años,2002,895,765
,,,
 70-74 años,2003,929,715
,,,
 70-74 años,2004,933,709
,,,
 70-74 años,2005,947,736
,,,
 70-74 años,2006,934,801
,,,
 70-74 años,2007,977,786
,,,
 70-74 años,2008,"1,094",874
,,,
 70-74 años,2009,"1,117",880
,,,
 70-74 años,2010,"1,152",958
,,,
 70-74 años,2011,"1,147",942
,,,
 70-74 años,2012,"1,157",929
,,,
 70-74 años,2013,"1,183",921
,,,
 70-74 años,2014,"1,169",986
,,,
 70-74 años,2015,"1,161","1,004"
,,,
 70-74 años,2016,"1,224","1,003"
,,,
 70-74 años,2017,"1,176",967
,,,
 70-74 años,2018,"1,278","1,051"
,,,
 70-74 años,2019,"1,332","1,062"
,,,
 70-74 años,2020,"2,193","1,648"
,,,
 70-74 años,2021,"1,787","1,404"
,,,
 70-74 años,2022,"1,565","1,275"
,,,
 70-74 años,2023,"1,315","1,133"
,,,
 75-79 años,2000,784,676
,,,
 75-79 años,2001,823,692
,,,
 75-79 años,2002,832,711
,,,
 75-79 años,2003,887,795
,,,
 75-79 años,2004,851,756
,,,
 75-79 años,2005,924,797
,,,
 75-79 años,2006,"1,016",861
,,,
 75-79 años,2007,971,827
,,,
 75-79 años,2008,"1,018",930
,,,
 75-79 años,2009,"1,056",904
,,,
 75-79 años,2010,"1,139",977
,,,
 75-79 años,2011,"1,180","1,022"
,,,
 75-79 años,2012,"1,134",996
,,,
 75-79 años,2013,"1,241","1,122"
,,,
 75-79 años,2014,"1,234","1,056"
,,,
 75-79 años,2015,"1,229","1,066"
,,,
 75-79 años,2016,"1,338","1,106"
,,,
 75-79 años,2017,"1,296","1,173"
,,,
 75-79 años,2018,"1,332","1,082"
,,,
 75-79 años,2019,"1,311","1,166"
,,,
 75-79 años,2020,"2,166","1,791"
,,,
 75-79 años,2021,"1,642","1,491"
,,,
 75-79 años,2022,"1,649","1,328"
,,,
 75-79 años,2023,"1,422","1,288"
,,,
 80-84 años,2000,599,574
,,,
 80-84 años,2001,599,642
,,,
 80-84 años,2002,676,597
,,,
 80-84 años,2003,807,692
,,,
 80-84 años,2004,752,683
,,,
 80-84 años,2005,809,813
,,,
 80-84 años,2006,811,767
,,,
 80-84 años,2007,878,799
,,,
 80-84 años,2008,871,907
,,,
 80-84 años,2009,919,884
,,,
 80-84 años,2010,956,976
,,,
 80-84 años,2011,"1,031",972
,,,
 80-84 años,2012,981,977
,,,
 80-84 años,2013,"1,081","1,063"
,,,
 80-84 años,2014,"1,077","1,056"
,,,
 80-84 años,2015,"1,115","1,055"
,,,
 80-84 años,2016,"1,196","1,166"
,,,
 80-84 años,2017,"1,159","1,132"
,,,
 80-84 años,2018,"1,237","1,193"
,,,
 80-84 años,2019,"1,321","1,188"
,,,
 80-84 años,2020,"1,983","1,794"
,,,
 80-84 años,2021,"1,533","1,516"
,,,
 80-84 años,2022,"1,564","1,449"
,,,
 80-84 años,2023,"1,300","1,343"
,,,
 85 años y más,2000,843,998
,,,
 85 años y más,2001,796,"1,080"
,,,
 85 años y más,2002,963,"1,121"
,,,
 85 años y más,2003,917,"1,106"
,,,
 85 años y más,2004,884,"1,132"
,,,
 85 años y más,2005,875,"1,184"
,,,
 85 años y más,2006,905,"1,215"
,,,
 85 años y más,2007,946,"1,239"
,,,
 85 años y más,2008,"1,017","1,253"
,,,
 85 años y más,2009,"1,012","1,265"
,,,
 85 años y más,2010,"1,132","1,392"
,,,
 85 años y más,2011,"1,169","1,512"
,,,
 85 años y más,2012,"1,116","1,466"
,,,
 85 años y más,2013,"1,248","1,526"
,,,
 85 años y más,2014,"1,252","1,610"
,,,
 85 años y más,2015,"1,344","1,637"
,,,
 85 años y más,2016,"1,356","1,718"
,,,
 85 años y más,2017,"1,347","1,683"
,,,
 85 años y más,2018,"1,341","1,833"
,,,
 85 años y más,2019,"1,467","1,846"
,,,
 85 años y más,2020,"2,113","2,560"
,,,
 85 años y más,2021,"1,732","2,155"
,,,
 85 años y más,2022,"1,869","2,228"
,,,
 85 años y más,2023,"1,533","2,073"
